Ano,Órgão Orçamentário,Função,Grupo de Despesa,Resultado Primário,Subfunção,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
Total,,,,,,1.450.445.433.311,1.320.014.525.616,1.418.354.560.225,1.328.682.771.366,1.135.211.696.137,1.102.747.377.012
2011,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,3.171.677.325,3.171.677.325,3.304.253.833,3.208.513.729,3.208.513.729,3.198.127.077
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,22.982.533,12.507.117,2.453,0,0
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,90.728.783,84.428.783,35.788.097,13.278.321,9.490.944
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,163.730.239,139.880.239,94.091.920,5.454.805,4.774.851
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,38.066.681,38.066.681,0,0,0
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,25.500.000,25.500.000,802.165,197.640,90.000
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,363 - Ensino Profissional,0,875.000,875.000,0,0,0
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,364 - Ensino Superior,0,3.000.000,3.000.000,200.000,0,0
2023,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,368 - Educação Básica,0,93.715.000,93.715.000,0,0,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,695.657.277,695.657.277,641.289.174,495.370.774,283.248.845,283.248.845
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,47.480.276,32.121.522,74.663.656,32.431.247,10.245.406,10.245.406
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,200.000,200.000,452.000,291.336,17.631,17.631
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,160.454.270,233.101.727,281.073.983,120.809.397,54.907.540,50.792.818
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,185.822.164,387.961.254,524.012.324,235.998.052,57.163.668,53.647.850
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,525.384.333,773.750.423,954.940.100,260.524.067,101.853.940,96.739.884
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,2.500.000,252.500.000,455.240.511,209.229.469,180.634.939,180.261.960
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,10.144.989,9.807.220,9.807.220,752.146,222.304,222.304
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,18.167.827,932.586.580,1.342.353.741,466.746.196,403.306.153,402.425.912
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,100.000,100.000,100.000,19.054,17.417,17.417
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,9.139.992,8.296.854,3.314.175,488.762,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,88.814.068,66.744.550,22.017.176,8.316.784,6.278.281
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,111.301.384,85.212.496,21.752.239,6.443.182,1.717.646
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,367 - Educação Especial,0,651.683,651.683,0,0,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,43.571.841,46.576.000,469.754,0,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,56.600.000,56.600.000,12.907.225,4.496.204,832.731
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,234.199.323,240.499.323,111.553.310,40.110.864,31.402.398
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,189.321.902,216.271.902,36.917.978,7.139.758,2.116.734
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,59.149.490,58.649.490,0,0,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,15.500.000,15.500.000,12.282.683,2.456.853,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,363 - Ensino Profissional,0,28.625.000,57.184.412,1.038.867,0,0
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,364 - Ensino Superior,0,51.000.000,22.440.588,4.646.833,188.400,29.940
2023,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,368 - Educação Básica,0,6.285.000,6.285.000,0,0,0
2023,74000 - Operações Oficiais de Crédito,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,638.675.000,638.675.000,638.559.296,585.001.000,287.053.213,287.053.213
2023,74000 - Operações Oficiais de Crédito,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,4.799.159.300,4.799.159.300,4.799.159.300,4.711.334.604,2.923.308.065,2.823.345.481
2023,74000 - Operações Oficiais de Crédito,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,500.000.000,499.884.296,500.000.000,500.000.000,500.000.000,500.000.000
2024,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,9.057.506.681,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,644.538.625,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,12.064.712.755,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,12.477.781.912,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,27.832.291.225,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,417.187.764,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,5.461.907.292,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,3.837.373.595,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,872.038.385,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,48.007.923.016,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,938.978.341,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,55.530.388,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,111.709.940,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,211 - Relações Diplomáticas,12.031.355,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,404.135.660,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,2.825.258.493,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,11.597.284.684,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,252.590.183,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,300.000.001,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,41.753.861,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,10.175.892.684,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,287.700.000,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,509.143.321,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,892.097.975,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,39.156.493,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,250.000,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,34.800.005,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,77.848.689,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,317.131.306,0,0,0,0,0
2024,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,2.996.651,0,0,0,0,0
